"id","origin","source_file","source_page","level","target_word","passage","answer_definition","dictionary_options_json","dictionary_entries_json","review_status"
"Q215","다른 뜻 기반 창작 문항","","","level1","맡다","가방으로 자리를 맡는 행동은 다른 사람에게 불편을 줄 수 있다.","자리나 물건 따위를 차지해 두다.","[""어떤 일에 대한 책임을 지고 담당하다."",""어떤 물건을 받아 보관하다."",""주문이나 부탁 따위를 받다."",""코로 냄새를 느끼다."",""자리나 물건 따위를 차지해 두다.""]","[{""headword"":""맡다1"",""senses"":[""어떤 일에 대한 책임을 지고 담당하다."",""어떤 물건을 받아 보관하다."",""주문이나 부탁 따위를 받다."",""자리나 물건 따위를 차지해 두다.""]},{""headword"":""맡다2"",""senses"":[""코로 냄새를 느끼다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q216","다른 뜻 기반 창작 문항","","","level1","차다","운동장은 응원하는 사람들로 가득 찼다.","일정한 공간에 사람이나 물건이 가득하게 되다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q217","다른 뜻 기반 창작 문항","","","level1","차다","상자 안에 장난감이 차서 뚜껑이 닫히지 않았다.","일정한 공간에 사람이나 물건이 가득하게 되다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q218","다른 뜻 기반 창작 문항","","","level1","차다","비가 많이 내려 저수지에 물이 찼다.","일정한 공간에 사람이나 물건이 가득하게 되다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q219","다른 뜻 기반 창작 문항","","","level1","차다","지호는 골대를 향해 힘껏 공을 찼다.","발로 내어 지르거나 받아 올리다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q220","다른 뜻 기반 창작 문항","","","level1","차다","아이들은 운동장에서 제기를 차며 놀았다.","발로 내어 지르거나 받아 올리다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q221","다른 뜻 기반 창작 문항","","","level1","차다","선수가 날아오는 공을 정확하게 차서 멀리 보냈다.","발로 내어 지르거나 받아 올리다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q222","다른 뜻 기반 창작 문항","","","level1","차다","나는 외출하기 전에 손목에 시계를 찼다.","몸에 어떤 물건을 달거나 지니다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q223","다른 뜻 기반 창작 문항","","","level1","차다","옛 장수는 허리에 칼을 차고 성문을 지켰다.","몸에 어떤 물건을 달거나 지니다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q224","다른 뜻 기반 창작 문항","","","level1","차다","등산객은 허리에 작은 물병을 차고 산을 올랐다.","몸에 어떤 물건을 달거나 지니다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q225","다른 뜻 기반 창작 문항","","","level1","차다","계곡물에 손을 담그니 무척 찼다.","몸에 닿는 물체나 대기의 온도가 낮다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q226","다른 뜻 기반 창작 문항","","","level1","차다","아침 바람이 차서 목도리를 둘렀다.","몸에 닿는 물체나 대기의 온도가 낮다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q227","다른 뜻 기반 창작 문항","","","level1","차다","냉장고에서 꺼낸 수박은 아직 차다.","몸에 닿는 물체나 대기의 온도가 낮다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q228","다른 뜻 기반 창작 문항","","","level1","차다","약속한 시간이 차서 우리는 교실로 돌아왔다.","일정한 기간이나 때가 다 되다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q229","다른 뜻 기반 창작 문항","","","level1","차다","대여 기간이 차서 도서관에 책을 반납했다.","일정한 기간이나 때가 다 되다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q230","다른 뜻 기반 창작 문항","","","level1","차다","신청 기한이 차서 더 이상 접수할 수 없었다.","일정한 기간이나 때가 다 되다.","[""일정한 공간에 사람이나 물건이 가득하게 되다."",""발로 내어 지르거나 받아 올리다."",""몸에 어떤 물건을 달거나 지니다."",""몸에 닿는 물체나 대기의 온도가 낮다."",""일정한 기간이나 때가 다 되다.""]","[{""headword"":""차다1"",""senses"":[""일정한 공간에 사람이나 물건이 가득하게 되다."",""일정한 기간이나 때가 다 되다.""]},{""headword"":""차다2"",""senses"":[""발로 내어 지르거나 받아 올리다.""]},{""headword"":""차다3"",""senses"":[""몸에 어떤 물건을 달거나 지니다.""]},{""headword"":""차다4"",""senses"":[""몸에 닿는 물체나 대기의 온도가 낮다.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q231","다른 뜻 기반 창작 문항","","","level1","눈","먼지가 들어가서 눈을 여러 번 깜빡였다.","빛의 자극을 받아 사물을 볼 수 있는 감각 기관.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q232","다른 뜻 기반 창작 문항","","","level1","눈","햇빛이 강해서 눈을 가늘게 떴다.","빛의 자극을 받아 사물을 볼 수 있는 감각 기관.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q233","다른 뜻 기반 창작 문항","","","level1","눈","나는 세수를 하고 수건으로 눈 주위를 닦았다.","빛의 자극을 받아 사물을 볼 수 있는 감각 기관.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q234","다른 뜻 기반 창작 문항","","","level1","눈","칠판 글씨가 흐리게 보이는 것을 보니 눈이 나빠진 것 같다.","사물을 알아보는 능력이나 시력.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q235","다른 뜻 기반 창작 문항","","","level1","눈","할머니는 눈이 좋아서 멀리 있는 간판도 잘 읽으신다.","사물을 알아보는 능력이나 시력.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q236","다른 뜻 기반 창작 문항","","","level1","눈","어두운 곳에서는 눈이 좋은 사람도 작은 글씨를 읽기 어렵다.","사물을 알아보는 능력이나 시력.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q237","다른 뜻 기반 창작 문항","","","level1","눈","그 친구는 좋은 책을 고르는 눈이 있다.","사물을 보고 판단하는 능력.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q238","다른 뜻 기반 창작 문항","","","level1","눈","엄마는 싱싱한 과일을 알아보는 눈이 정확하다.","사물을 보고 판단하는 능력.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q239","다른 뜻 기반 창작 문항","","","level1","눈","작품을 보는 눈을 기르려면 여러 그림을 감상해야 한다.","사물을 보고 판단하는 능력.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q240","다른 뜻 기반 창작 문항","","","level1","눈","친구는 의심하는 눈으로 상자를 바라보았다.","무엇을 바라보는 태도나 표정.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q241","다른 뜻 기반 창작 문항","","","level1","눈","선생님께서 따뜻한 눈으로 우리를 격려하셨다.","무엇을 바라보는 태도나 표정.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q242","다른 뜻 기반 창작 문항","","","level1","눈","동생은 부러운 눈으로 새 자전거를 쳐다보았다.","무엇을 바라보는 태도나 표정.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q243","다른 뜻 기반 창작 문항","","","level1","눈","밤새 눈이 내려 운동장이 하얗게 변했다.","대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q244","다른 뜻 기반 창작 문항","","","level1","눈","아이들은 눈을 뭉쳐 작은 눈사람을 만들었다.","대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q245","다른 뜻 기반 창작 문항","","","level1","눈","창밖에 첫눈이 내리자 모두 창가로 모였다.","대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.","[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정."",""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]","[{""headword"":""눈1"",""senses"":[""빛의 자극을 받아 사물을 볼 수 있는 감각 기관."",""사물을 알아보는 능력이나 시력."",""사물을 보고 판단하는 능력."",""무엇을 바라보는 태도나 표정.""]},{""headword"":""눈2"",""senses"":[""대기 중의 수증기가 얼어 땅으로 떨어지는 얼음 결정.""]}]","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q246","다른 뜻 기반 창작 문항","","","level1","먹다","나는 아침에 따뜻한 죽을 먹었다.","음식 따위를 입을 통하여 배 속에 들여보내다.","[""음식 따위를 입을 통하여 배 속에 들여보내다."",""어떤 마음이나 감정을 품다."",""운동 경기에서 상대편에게 점수를 내주다."",""나이가 들다."",""습기나 물 따위를 빨아들이다.""]","{""headword"":""먹다1"",""senses"":[""음식 따위를 입을 통하여 배 속에 들여보내다."",""어떤 마음이나 감정을 품다."",""운동 경기에서 상대편에게 점수를 내주다."",""나이가 들다."",""습기나 물 따위를 빨아들이다.""]}","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
"Q247","다른 뜻 기반 창작 문항","","","level1","먹다","동생은 간식으로 사과를 맛있게 먹었다.","음식 따위를 입을 통하여 배 속에 들여보내다.","[""음식 따위를 입을 통하여 배 속에 들여보내다."",""어떤 마음이나 감정을 품다."",""운동 경기에서 상대편에게 점수를 내주다."",""나이가 들다."",""습기나 물 따위를 빨아들이다.""]","{""headword"":""먹다1"",""senses"":[""음식 따위를 입을 통하여 배 속에 들여보내다."",""어떤 마음이나 감정을 품다."",""운동 경기에서 상대편에게 점수를 내주다."",""나이가 들다."",""습기나 물 따위를 빨아들이다.""]}","수업 적합 뜻 선별; 창작 예문 및 뜻풀이 공식 사전 대조 필요"
